"voice","displayText","expectedText","transcript","similarity","semanticIssue","staticIssues","transcriptionError","bytes","durationSeconds","lessons","relativePath"
"cedar","throw away","throw away","","","","","","24192","1.512","","public/audio/tts/library/cedar/throw-away-57ce1b80f209d7f0.mp3"
"marin","throw back","throw back","","","","","","23424","1.464","","public/audio/tts/library/marin/throw-back-2a7528f35428b2d5.mp3"
"cedar","throw back","throw back","","","","","","21120","1.32","","public/audio/tts/library/cedar/throw-back-2a7528f35428b2d5.mp3"
"marin","throw off","throw off","","","","","","24192","1.512","","public/audio/tts/library/marin/throw-off-f21fd38a238efed0.mp3"
"cedar","throw off","throw off","","","","","","33792","2.112","","public/audio/tts/library/cedar/throw-off-f21fd38a238efed0.mp3"
"marin","throw on","throw on","","","","","","28800","1.8","","public/audio/tts/library/marin/throw-on-ee635534d9bedd1c.mp3"
"cedar","throw on","throw on","","","","","","24192","1.512","","public/audio/tts/library/cedar/throw-on-ee635534d9bedd1c.mp3"
"marin","throw oneself into","throw oneself into","","","","","","38400","2.4","","public/audio/tts/library/marin/throw-oneself-into-2a892094d873db80.mp3"
"cedar","throw oneself into","throw oneself into","","","","","","34560","2.16","","public/audio/tts/library/cedar/throw-oneself-into-2a892094d873db80.mp3"
"marin","throw oneself on","throw oneself on","","","","","","35328","2.208","","public/audio/tts/library/marin/throw-oneself-on-60e0f68de6d74a73.mp3"
"cedar","throw oneself on","throw oneself on","","","","","","32256","2.016","","public/audio/tts/library/cedar/throw-oneself-on-60e0f68de6d74a73.mp3"
"marin","throw out","throw out","","","","","","27264","1.704","","public/audio/tts/library/marin/throw-out-83408b1a74a5b6cd.mp3"
"cedar","throw out","throw out","","","","","","19968","1.248","","public/audio/tts/library/cedar/throw-out-83408b1a74a5b6cd.mp3"
"marin","thumb","thumb","","","","","","22656","1.416","20","public/audio/tts/library/marin/thumb-9021dbd59676a2b7.mp3"
"cedar","thumb","thumb","","","","","","29568","1.848","20","public/audio/tts/library/cedar/thumb-9021dbd59676a2b7.mp3"
"marin","thunder","thunder","","","","","","18432","1.152","105","public/audio/tts/library/marin/thunder-1f72a681bc7b996f.mp3"
"cedar","thunder","thunder","","","","","","28800","1.8","105","public/audio/tts/library/cedar/thunder-1f72a681bc7b996f.mp3"
"marin","Thursday","Thursday","","","","","","21120","1.32","32","public/audio/tts/library/marin/thursday-97f8ab6056155401.mp3"
"cedar","Thursday","Thursday","","","","","","17664","1.104","32","public/audio/tts/library/cedar/thursday-97f8ab6056155401.mp3"
"marin","ticket","ticket","","","","","","23424","1.464","94","public/audio/tts/library/marin/ticket-9a01a4b22140189c.mp3"
"cedar","ticket","ticket","","","","","","15360","0.96","94","public/audio/tts/library/cedar/ticket-9a01a4b22140189c.mp3"
"marin","tidy","tidy","","","","","","17664","1.104","72","public/audio/tts/library/marin/tidy-9b85ca9007a3e843.mp3"
"cedar","tidy","tidy","","","","","","26496","1.656","72","public/audio/tts/library/cedar/tidy-9b85ca9007a3e843.mp3"
"marin","tidy up","tidy up","","","","","","23424","1.464","","public/audio/tts/library/marin/tidy-up-820b3896fb5b9e59.mp3"
"cedar","tidy up","tidy up","","","","","","28032","1.752","","public/audio/tts/library/cedar/tidy-up-820b3896fb5b9e59.mp3"
"marin","tie","tie","","","","","","15360","0.96","48","public/audio/tts/library/marin/tie-a05d40ef24ff2bb3.mp3"
"cedar","tie","tie","","","","","","19968","1.248","48","public/audio/tts/library/cedar/tie-a05d40ef24ff2bb3.mp3"
"marin","tiger","tiger","","","","","","15360","0.96","111","public/audio/tts/library/marin/tiger-036b19a6f28097d6.mp3"
"cedar","tiger","tiger","","","","","","44160","2.76","111","public/audio/tts/library/cedar/tiger-036b19a6f28097d6.mp3"
"marin","till","till","","","","","","17664","1.104","131","public/audio/tts/library/marin/till-960c2af5a6d5c6ca.mp3"
"cedar","till","till","","","","","","17664","1.104","131","public/audio/tts/library/cedar/till-960c2af5a6d5c6ca.mp3"
"marin","time","time","","","","","","21120","1.32","","public/audio/tts/library/marin/time-6e0447537050cf87.mp3"
"cedar","time","time","","","","","","25728","1.608","","public/audio/tts/library/cedar/time-6e0447537050cf87.mp3"
"marin","Time flies.","Time flies.","","","","","","42624","2.664","","public/audio/tts/library/marin/time-flies-910b2511fc6402fe.mp3"
"cedar","Time flies.","Time flies.","","","","","","39168","2.448","","public/audio/tts/library/cedar/time-flies-910b2511fc6402fe.mp3"
"marin","tiny","tiny","","","","","","34560","2.16","97","public/audio/tts/library/marin/tiny-36d25d3d80f84316.mp3"
"cedar","tiny","tiny","","","","","","28800","1.8","97","public/audio/tts/library/cedar/tiny-36d25d3d80f84316.mp3"
"marin","tip","tip","","","","","","29568","1.848","37","public/audio/tts/library/marin/tip-d59f767a54e9c72e.mp3"
"cedar","tip","tip","","","","","","15360","0.96","37","public/audio/tts/library/cedar/tip-d59f767a54e9c72e.mp3"
"marin","tired","tired","","","","","","16128","1.008","21","public/audio/tts/library/marin/tired-5797dee1fb51e8fd.mp3"
"cedar","tired","tired","","","","","","21120","1.32","21","public/audio/tts/library/cedar/tired-5797dee1fb51e8fd.mp3"
"marin","title","title","","","","","","21120","1.32","3","public/audio/tts/library/marin/title-1ec72b6861fee992.mp3"
"cedar","title","title","","","","","","14592","0.912","3","public/audio/tts/library/cedar/title-1ec72b6861fee992.mp3"
"marin","to","to","","","","","","13824","0.864","132","public/audio/tts/library/marin/to-5095479ddbb38fa7.mp3"
"cedar","to","to","","","","","","16128","1.008","132","public/audio/tts/library/cedar/to-5095479ddbb38fa7.mp3"
"marin","to a degree","to a degree","","","","","","21120","1.32","","public/audio/tts/library/marin/to-a-degree-b47be6d84f6333ba.mp3"
"cedar","to a degree","to a degree","","","","","","30720","1.92","","public/audio/tts/library/cedar/to-a-degree-b47be6d84f6333ba.mp3"
"marin","to be honest","to be honest","","","","","","30720","1.92","","public/audio/tts/library/marin/to-be-honest-be589f4e89317e9a.mp3"
"cedar","to be honest","to be honest","","","","","","27264","1.704","","public/audio/tts/library/cedar/to-be-honest-be589f4e89317e9a.mp3"
"marin","to date","to date","","","","","","12288","0.768","","public/audio/tts/library/marin/to-date-f0bd0b39d1119c3f.mp3"
"cedar","to date","to date","","","","","","24192","1.512","","public/audio/tts/library/cedar/to-date-f0bd0b39d1119c3f.mp3"
"marin","to one’s advantage","to one’s advantage","","","","","","26496","1.656","","public/audio/tts/library/marin/to-ones-advantage-b5de5d594aa066ad.mp3"
"cedar","to one’s advantage","to one’s advantage","","","","","","29568","1.848","","public/audio/tts/library/cedar/to-ones-advantage-b5de5d594aa066ad.mp3"
"marin","to one’s surprise","to one’s surprise","","","","","","28032","1.752","","public/audio/tts/library/marin/to-ones-surprise-1cc62612173e4b9a.mp3"
"cedar","to one’s surprise","to one’s surprise","","","","","","47232","2.952","","public/audio/tts/library/cedar/to-ones-surprise-1cc62612173e4b9a.mp3"
"marin","toast","toast","","","","","","22656","1.416","41","public/audio/tts/library/marin/toast-c3405b65ebfffcc4.mp3"
"cedar","toast","toast","","","","","","24192","1.512","41","public/audio/tts/library/cedar/toast-c3405b65ebfffcc4.mp3"
"marin","today","today","","","","","","21888","1.368","32","public/audio/tts/library/marin/today-1e96bf1c38b0b9e4.mp3"
"cedar","today","today","","","","","","16128","1.008","32","public/audio/tts/library/cedar/today-1e96bf1c38b0b9e4.mp3"
"marin","toe","toe","","","","","","18432","1.152","20","public/audio/tts/library/marin/toe-5838c55b6c2ec89d.mp3"
"cedar","toe","toe","","","","","","21120","1.32","20","public/audio/tts/library/cedar/toe-5838c55b6c2ec89d.mp3"
"marin","tofu","tofu","","","","","","21120","1.32","41","public/audio/tts/library/marin/tofu-fc2d4ba29b123431.mp3"
"cedar","tofu","tofu","","","","","","24192","1.512","41","public/audio/tts/library/cedar/tofu-fc2d4ba29b123431.mp3"
"marin","together","together","","","","","","25728","1.608","27|121","public/audio/tts/library/marin/together-2fbcdde3560dc77b.mp3"
"cedar","together","together","","","","","","18432","1.152","27|121","public/audio/tts/library/cedar/together-2fbcdde3560dc77b.mp3"
"marin","tomato","tomato","","","","","","18432","1.152","38","public/audio/tts/library/marin/tomato-c4d414f214364807.mp3"
"cedar","tomato","tomato","","","","","","19968","1.248","38","public/audio/tts/library/cedar/tomato-c4d414f214364807.mp3"
"marin","tomorrow","tomorrow","","","","","","15360","0.96","32","public/audio/tts/library/marin/tomorrow-74931d2ef721429b.mp3"
"cedar","tomorrow","tomorrow","","","","","","19968","1.248","32","public/audio/tts/library/cedar/tomorrow-74931d2ef721429b.mp3"
"marin","tongue","tongue","","","","","","19200","1.2","19","public/audio/tts/library/marin/tongue-db2b9431688fe2fb.mp3"
"cedar","tongue","tongue","","","","","","21888","1.368","19","public/audio/tts/library/cedar/tongue-db2b9431688fe2fb.mp3"
"marin","tonight","tonight","","","","","","15360","0.96","34","public/audio/tts/library/marin/tonight-085d4660de9158dd.mp3"
"cedar","tonight","tonight","","","","","","18432","1.152","34","public/audio/tts/library/cedar/tonight-085d4660de9158dd.mp3"
"marin","too bad","too bad","","","","","","19200","1.2","","public/audio/tts/library/marin/too-bad-44d4202dbd745e60.mp3"
"cedar","too bad","too bad","","","","","","19968","1.248","","public/audio/tts/library/cedar/too-bad-44d4202dbd745e60.mp3"
"marin","too","too","","","","","","19968","1.248","120","public/audio/tts/library/marin/too-bd66213639430e39.mp3"
"cedar","too","too","","","","","","14592","0.912","120","public/audio/tts/library/cedar/too-bd66213639430e39.mp3"
"marin","tool","tool","","","","","","19200","1.2","71","public/audio/tts/library/marin/tool-67948dd9afd6afe5.mp3"
"cedar","tool","tool","","","","","","16128","1.008","71","public/audio/tts/library/cedar/tool-67948dd9afd6afe5.mp3"
"marin","tooth","tooth","","","","","","16128","1.008","19","public/audio/tts/library/marin/tooth-3e81fee2c61046fb.mp3"
"cedar","tooth","tooth","","","","","","18432","1.152","19","public/audio/tts/library/cedar/tooth-3e81fee2c61046fb.mp3"
"marin","toothache","toothache","","","","","","19200","1.2","24","public/audio/tts/library/marin/toothache-f041e19770d8d929.mp3"
"cedar","toothache","toothache","","","","","","21888","1.368","24","public/audio/tts/library/cedar/toothache-f041e19770d8d929.mp3"
"marin","toothbrush","toothbrush","","","","","","26496","1.656","71","public/audio/tts/library/marin/toothbrush-1d5408f86a45a782.mp3"
"cedar","toothbrush","toothbrush","","","","","","18432","1.152","71","public/audio/tts/library/cedar/toothbrush-1d5408f86a45a782.mp3"
"marin","top","top","","","","","","13056","0.816","83","public/audio/tts/library/marin/top-f7de2947c64cb643.mp3"
"cedar","top","top","","","","","","22656","1.416","83","public/audio/tts/library/cedar/top-f7de2947c64cb643.mp3"
"marin","topic","topic","","","","","","16128","1.008","81","public/audio/tts/library/marin/topic-d5d6462af0bebaa4.mp3"
"cedar","topic","topic","","","","","","27264","1.704","81","public/audio/tts/library/cedar/topic-d5d6462af0bebaa4.mp3"
"marin","total","total","","","","","","14592","0.912","30","public/audio/tts/library/marin/total-8f67aeb8926b53c7.mp3"
"cedar","total","total","","","","","","16128","1.008","30","public/audio/tts/library/cedar/total-8f67aeb8926b53c7.mp3"
"marin","touch","touch","","","","","","23424","1.464","19","public/audio/tts/library/marin/touch-ae54978b88333199.mp3"
"cedar","touch","touch","","","","","","13824","0.864","19","public/audio/tts/library/cedar/touch-ae54978b88333199.mp3"
"marin","toward","toward","","","","","","16896","1.056","132","public/audio/tts/library/marin/toward-b21bc10048a4e490.mp3"
"cedar","toward","toward","","","","","","25728","1.608","132","public/audio/tts/library/cedar/toward-b21bc10048a4e490.mp3"
"marin","towel","towel","","","","","","21888","1.368","71","public/audio/tts/library/marin/towel-947eb820ba9342fe.mp3"
"cedar","towel","towel","","","","","","28800","1.8","71","public/audio/tts/library/cedar/towel-947eb820ba9342fe.mp3"
"marin","tower","tower","","","","","","13824","0.864","54","public/audio/tts/library/marin/tower-427face3de91cfff.mp3"
"cedar","tower","tower","","","","","","22656","1.416","54","public/audio/tts/library/cedar/tower-427face3de91cfff.mp3"
"marin","town","town","","","","","","21888","1.368","86","public/audio/tts/library/marin/town-03ac2583346310af.mp3"
"cedar","town","town","","","","","","33792","2.112","86","public/audio/tts/library/cedar/town-03ac2583346310af.mp3"
"marin","toy","toy","","","","","","16896","1.056","57","public/audio/tts/library/marin/toy-39d4e6ab72df95b5.mp3"
"cedar","toy","toy","","","","","","13824","0.864","57","public/audio/tts/library/cedar/toy-39d4e6ab72df95b5.mp3"
"marin","trace","trace","","","","","","28800","1.8","62","public/audio/tts/library/marin/trace-ea4f8e5663bf24ef.mp3"
"cedar","trace","trace","","","","","","26496","1.656","62","public/audio/tts/library/cedar/trace-ea4f8e5663bf24ef.mp3"
"marin","trade","trade","","","","","","21888","1.368","88","public/audio/tts/library/marin/trade-cee3fc5889625b8e.mp3"
"cedar","trade","trade","","","","","","14592","0.912","88","public/audio/tts/library/cedar/trade-cee3fc5889625b8e.mp3"
"marin","tradition","tradition","","","","","","28032","1.752","88","public/audio/tts/library/marin/tradition-e62789acea61e36b.mp3"
"cedar","tradition","tradition","","","","","","21888","1.368","88","public/audio/tts/library/cedar/tradition-e62789acea61e36b.mp3"
"marin","traditional","traditional","","","","","","19200","1.2","88","public/audio/tts/library/marin/traditional-0698f2fd78418bf9.mp3"
"cedar","traditional","traditional","","","","","","23424","1.464","88","public/audio/tts/library/cedar/traditional-0698f2fd78418bf9.mp3"
"marin","traffic","traffic","","","","","","19200","1.2","91","public/audio/tts/library/marin/traffic-4174407969c32ddc.mp3"
"cedar","traffic","traffic","","","","","","16896","1.056","91","public/audio/tts/library/cedar/traffic-4174407969c32ddc.mp3"
"marin","train","train","","","","","","12288","0.768","91","public/audio/tts/library/marin/train-f6e12a5f03044dbc.mp3"
"cedar","train","train","","","","","","18432","1.152","91","public/audio/tts/library/cedar/train-f6e12a5f03044dbc.mp3"
"marin","train station","train station","","","","","","30720","1.92","91","public/audio/tts/library/marin/train-station-213d335aee24ae50.mp3"
"cedar","train station","train station","","","","","","24192","1.512","91","public/audio/tts/library/cedar/train-station-213d335aee24ae50.mp3"
"marin","trap","trap","","","","","","13824","0.864","73","public/audio/tts/library/marin/trap-211cecdeae5c27a4.mp3"
"cedar","trap","trap","","","","","","16128","1.008","73","public/audio/tts/library/cedar/trap-211cecdeae5c27a4.mp3"
"marin","trash can","trash can","","","","","","22656","1.416","72","public/audio/tts/library/marin/trash-can-c179ef8b7d6c0d3f.mp3"
"cedar","trash can","trash can","","","","","","24192","1.512","72","public/audio/tts/library/cedar/trash-can-c179ef8b7d6c0d3f.mp3"
